trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
35,False,"{'a': 0.01, 'e': 0.9847265389049334}",30,17,-116.63998681075351,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 2}",1
36,False,"{'a': 0.01, 'e': 0.9838436927881214}",25,0,-95.28316786255185,"{0: 11, 1: 6, 2: 8, 3: 0, 4: 0}",0
37,False,"{'a': 0.01, 'e': 0.9829362506302315}",35,16,-144.16374867607271,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 3}",1
38,False,"{'a': 0.01, 'e': 0.9820042351172703}",20,0,-55.37927898264421,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
39,False,"{'a': 0.01, 'e': 0.9810476695495772}",30,0,-97.91287083509776,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
40,False,"{'a': 0.01, 'e': 0.9800665778412416}",30,0,-130.92751156493486,"{0: 14, 1: 4, 2: 11, 3: 1, 4: 0}",0
41,False,"{'a': 0.01, 'e': 0.9790609845195051}",20,0,-109.30221454588792,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
42,False,"{'a': 0.01, 'e': 0.9780309147241483}",20,0,-269.2635429673138,"{0: 9, 1: 1, 2: 3, 3: 2, 4: 5}",0
43,False,"{'a': 0.01, 'e': 0.9769763942068623}",20,0,-96.60147685412949,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
44,False,"{'a': 0.01, 'e': 0.9758974493306055}",25,4,-127.92682039021074,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 1}",1
45,False,"{'a': 0.01, 'e': 0.9747941070689433}",25,0,-59.50049422278366,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
46,False,"{'a': 0.01, 'e': 0.9736663950053749}",25,0,-220.12688622177103,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 3}",0
47,False,"{'a': 0.01, 'e': 0.972514341332643}",20,0,-70.19553516701632,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
48,False,"{'a': 0.01, 'e': 0.9713379748520296}",25,0,-183.53313052671848,"{0: 11, 1: 7, 2: 4, 3: 0, 4: 3}",0
49,False,"{'a': 0.01, 'e': 0.9701373249726354}",30,0,-123.05247879321016,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
50,False,"{'a': 0.01, 'e': 0.9689124217106447}",20,0,-117.32345246810948,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
51,False,"{'a': 0.01, 'e': 0.9676632956885756}",20,0,-51.122650225806595,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
52,False,"{'a': 0.01, 'e': 0.9663899781345132}",25,0,-91.08673483533826,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
53,False,"{'a': 0.01, 'e': 0.9650925008813303}",20,0,-68.92671929589304,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
54,False,"{'a': 0.01, 'e': 0.9637708963658905}",30,0,-147.19537734144106,"{0: 18, 1: 3, 2: 5, 3: 3, 4: 1}",0
55,False,"{'a': 0.01, 'e': 0.962425197628238}",25,0,-177.0087814072538,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
56,False,"{'a': 0.01, 'e': 0.9610554383107709}",20,5,-65.97970322379439,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
57,False,"{'a': 0.01, 'e': 0.9596616526574011}",20,0,-68.08093580430372,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
58,False,"{'a': 0.01, 'e': 0.9582438755126972}",30,0,-146.98095080974255,"{0: 16, 1: 5, 2: 6, 3: 2, 4: 1}",0
59,False,"{'a': 0.01, 'e': 0.9568021423210139}",20,0,-141.78856770470418,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
60,False,"{'a': 0.01, 'e': 0.955336489125606}",20,0,-116.41345024827658,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
61,False,"{'a': 0.01, 'e': 0.9538469525677271}",25,0,-68.25075609150466,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
62,False,"{'a': 0.01, 'e': 0.9523335698857134}",20,4,4.864864261335347,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.01, 'e': 0.9507963789140532}",20,0,-123.31290712449211,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
64,False,"{'a': 0.01, 'e': 0.9492354180824408}",20,0,-97.00590939993586,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
65,False,"{'a': 0.01, 'e': 0.9476507264148157}",25,0,-125.99807250114165,"{0: 11, 1: 4, 2: 8, 3: 2, 4: 0}",0
66,False,"{'a': 0.01, 'e': 0.946042343528387}",20,0,-94.44377142120041,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
67,False,"{'a': 0.01, 'e': 0.944410309632643}",20,2,-97.42233267612374,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 1}",1
68,False,"{'a': 0.01, 'e': 0.9427546655283462}",20,0,-72.77303993130568,"{0: 10, 1: 5, 2: 4, 3: 1, 4: 0}",0
69,False,"{'a': 0.01, 'e': 0.941075452606513}",25,0,-130.55229061412348,"{0: 11, 1: 6, 2: 7, 3: 0, 4: 1}",0
70,False,"{'a': 0.01, 'e': 0.9393727128473789}",25,0,-181.86335732481743,"{0: 15, 1: 3, 2: 2, 3: 2, 4: 3}",0
71,False,"{'a': 0.01, 'e': 0.9376464888193493}",25,0,-229.38075848204195,"{0: 11, 1: 4, 2: 6, 3: 0, 4: 4}",0
72,False,"{'a': 0.01, 'e': 0.9358968236779348}",20,0,-26.69964820498528,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
73,False,"{'a': 0.01, 'e': 0.9341237611646731}",25,0,-71.17470864874961,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
74,False,"{'a': 0.01, 'e': 0.9323273456060345}",20,0,-73.98664994804614,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
75,False,"{'a': 0.01, 'e': 0.9305076219123143}",25,3,-144.98649511146095,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 3}",1
76,False,"{'a': 0.01, 'e': 0.9286646355765102}",20,0,-138.74499054489655,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
77,False,"{'a': 0.01, 'e': 0.9267984326731847}",25,0,-137.74086652263483,"{0: 10, 1: 6, 2: 8, 3: 0, 4: 1}",0
78,False,"{'a': 0.01, 'e': 0.9249090598573131}",25,6,-54.89561881619879,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 1}",1
79,False,"{'a': 0.01, 'e': 0.9229965643631173}",25,0,-227.964426267448,"{0: 12, 1: 1, 2: 8, 3: 0, 4: 4}",0
80,False,"{'a': 0.01, 'e': 0.9210609940028851}",20,0,-64.90303481992544,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
81,False,"{'a': 0.01, 'e': 0.9191023971657747}",25,0,-163.2520505111032,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
82,False,"{'a': 0.01, 'e': 0.9171208228166051}",30,0,-86.23474616777959,"{0: 21, 1: 5, 2: 1, 3: 2, 4: 1}",0
83,False,"{'a': 0.01, 'e': 0.9151163204946318}",30,0,-199.3944768109884,"{0: 18, 1: 1, 2: 6, 3: 2, 4: 3}",0
84,False,"{'a': 0.01, 'e': 0.9130889403123083}",20,4,-30.963025898402666,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 0}",1
85,False,"{'a': 0.01, 'e': 0.9110387329540337}",25,2,-73.20641149213503,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
86,False,"{'a': 0.01, 'e': 0.9089657496748851}",30,0,-69.7322003898856,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
87,False,"{'a': 0.01, 'e': 0.9068700422993367}",30,0,-102.26542509470414,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
88,False,"{'a': 0.01, 'e': 0.9047516632199634}",20,0,-80.7594357287602,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
89,False,"{'a': 0.01, 'e': 0.9026106653961321}",30,0,-122.6176766245534,"{0: 21, 1: 5, 2: 1, 3: 1, 4: 2}",0
90,False,"{'a': 0.01, 'e': 0.9004471023526769}",25,0,-41.66255390169241,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
91,False,"{'a': 0.01, 'e': 0.8982610281785611}",20,0,-232.360656647655,"{0: 8, 1: 1, 2: 7, 3: 0, 4: 4}",0
92,False,"{'a': 0.01, 'e': 0.8960524975255252}",25,0,-165.54910932687932,"{0: 14, 1: 3, 2: 3, 3: 3, 4: 2}",0
93,False,"{'a': 0.01, 'e': 0.8938215656067205}",30,0,-224.1222298985697,"{0: 16, 1: 6, 2: 3, 3: 1, 4: 4}",0
94,False,"{'a': 0.01, 'e': 0.891568288195329}",20,0,-125.3167719193523,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
95,False,"{'a': 0.01, 'e': 0.8892927216231682}",20,0,-90.08770282622874,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
96,False,"{'a': 0.01, 'e': 0.8869949227792842}",20,0,-272.00380791240434,"{0: 7, 1: 3, 2: 3, 3: 2, 4: 5}",0
97,False,"{'a': 0.01, 'e': 0.8846749491085283}",25,0,-132.57896629465458,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
98,False,"{'a': 0.01, 'e': 0.8823328586101215}",30,0,-98.65889253554566,"{0: 21, 1: 4, 2: 2, 3: 2, 4: 1}",0
99,False,"{'a': 0.01, 'e': 0.8799687098362042}",20,0,-106.40932119590254,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
100,False,"{'a': 0.01, 'e': 0.8775825618903728}",20,0,-57.5555545781531,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
101,False,"{'a': 0.01, 'e': 0.8751744744262013}",30,11,-16.876055890475854,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 0}",1
102,False,"{'a': 0.01, 'e': 0.8727445076457513}",20,0,-74.93766881555752,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
103,False,"{'a': 0.01, 'e': 0.8702927222980654}",20,0,-64.59907236815062,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
104,False,"{'a': 0.01, 'e': 0.8678191796776499}",30,0,-88.09850650104825,"{0: 21, 1: 2, 2: 4, 3: 3, 4: 0}",0
105,False,"{'a': 0.01, 'e': 0.8653239416229412}",20,0,-46.53606399122101,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
106,False,"{'a': 0.01, 'e': 0.862807070514761}",25,0,-4.322771816603638,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
107,False,"{'a': 0.01, 'e': 0.8602686292747557}",30,0,-149.50490445058284,"{0: 16, 1: 6, 2: 4, 3: 3, 4: 1}",0
108,False,"{'a': 0.01, 'e': 0.8577086813638242}",25,11,-9.09257687842722,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
109,False,"{'a': 0.01, 'e': 0.8551272907805307}",30,0,-249.13292885229535,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 5}",0
110,False,"{'a': 0.01, 'e': 0.8525245220595057}",35,6,-89.50365796384226,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 1}",1
111,False,"{'a': 0.01, 'e': 0.8499004402698315}",20,9,-53.44455389547137,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 1}",1
112,False,"{'a': 0.01, 'e': 0.8472551110134161}",25,0,-134.89640528168465,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
113,False,"{'a': 0.01, 'e': 0.8445886004233532}",20,0,-98.11224649364598,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
114,False,"{'a': 0.01, 'e': 0.8419009751622687}",25,0,-106.47733991815781,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
115,False,"{'a': 0.01, 'e': 0.8391923024206541}",25,0,-108.49738453863137,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
116,False,"{'a': 0.01, 'e': 0.8364626499151869}",20,16,9.053536125067726,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.01, 'e': 0.8337120858870376}",25,0,-195.1210205121161,"{0: 12, 1: 5, 2: 3, 3: 2, 4: 3}",0
118,False,"{'a': 0.01, 'e': 0.8309406791001636}",35,0,-43.608059174715486,"{0: 26, 1: 4, 2: 4, 3: 1, 4: 0}",0
119,False,"{'a': 0.01, 'e': 0.8281484988395901}",30,0,-70.13693174765683,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
120,False,"{'a': 0.01, 'e': 0.8253356149096783}",20,0,-84.81531046871073,"{0: 14, 1: 1, 2: 2, 3: 2, 4: 1}",0
121,False,"{'a': 0.01, 'e': 0.82250209763238}",30,0,-94.39278446921243,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
122,False,"{'a': 0.01, 'e': 0.8196480178454795}",25,3,-89.2147983351678,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 2}",1
123,False,"{'a': 0.01, 'e': 0.8167734469008229}",20,0,-46.13972218413968,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
124,False,"{'a': 0.01, 'e': 0.8138784566625339}",20,0,-17.750230512364297,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
125,False,"{'a': 0.01, 'e': 0.8109631195052179}",25,10,-21.452364937603644,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
126,False,"{'a': 0.01, 'e': 0.8080275083121519}",20,0,-219.65542164947104,"{0: 9, 1: 0, 2: 5, 3: 3, 4: 3}",0
127,False,"{'a': 0.01, 'e': 0.8050716964734628}",25,0,-71.62042618884186,"{0: 17, 1: 5, 2: 1, 3: 1, 4: 1}",0
128,False,"{'a': 0.01, 'e': 0.8020957578842927}",20,0,-57.55043593578653,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
129,False,"{'a': 0.01, 'e': 0.7990997669429512}",30,2,-161.79726229648966,"{0: 13, 1: 5, 2: 7, 3: 2, 4: 1}",1
130,False,"{'a': 0.01, 'e': 0.7960837985490558}",25,0,-90.95080450039337,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
131,False,"{'a': 0.01, 'e': 0.7930479281016595}",20,0,-48.367517826336154,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
132,False,"{'a': 0.01, 'e': 0.7899922314973651}",20,0,-111.91583086481037,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
133,False,"{'a': 0.01, 'e': 0.7869167851284287}",20,0,-34.17511103738319,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
134,False,"{'a': 0.01, 'e': 0.7838216658808492}",20,9,-10.318395452536329,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
135,False,"{'a': 0.01, 'e': 0.7807069511324468}",30,0,-76.03767164911477,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
136,False,"{'a': 0.01, 'e': 0.7775727187509279}",20,0,-141.27992431104798,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
137,False,"{'a': 0.01, 'e': 0.7744190470919388}",25,0,-244.09408356681072,"{0: 9, 1: 4, 2: 6, 3: 3, 4: 3}",0
138,False,"{'a': 0.01, 'e': 0.7712460149971065}",20,0,-36.88529914910907,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
139,False,"{'a': 0.01, 'e': 0.7680537017920684}",20,0,1.7096497685306704,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
140,False,"{'a': 0.01, 'e': 0.7648421872844884}",20,0,1.2489715367075098,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
141,False,"{'a': 0.01, 'e': 0.7616115517620617}",25,0,-42.64714429374251,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
142,False,"{'a': 0.01, 'e': 0.7583618759905082}",30,0,-62.10662913474522,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
143,False,"{'a': 0.01, 'e': 0.7550932412115529}",25,17,6.184307193768696,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.01, 'e': 0.7518057291408949}",35,26,12.363442063830995,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.01, 'e': 0.7484994219661651}",25,0,-122.90552182435295,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
146,False,"{'a': 0.01, 'e': 0.7451744023448704}",20,0,-127.69245054204772,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
147,False,"{'a': 0.01, 'e': 0.7418307534023282}",30,0,-147.0877138726346,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
148,False,"{'a': 0.01, 'e': 0.7384685587295879}",25,0,-51.19448912194761,"{0: 19, 1: 2, 2: 1, 3: 3, 4: 0}",0
149,False,"{'a': 0.01, 'e': 0.7350879023813413}",30,11,-67.57920570403122,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 1}",1
150,False,"{'a': 0.01, 'e': 0.7316888688738209}",20,4,-22.893739180407742,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
151,False,"{'a': 0.01, 'e': 0.7282715431826874}",20,0,-28.96430490286711,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
152,False,"{'a': 0.01, 'e': 0.7248360107409052}",30,12,-96.63979595396408,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 1}",1
153,False,"{'a': 0.01, 'e': 0.7213823574366063}",25,0,-113.98389121756321,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
154,False,"{'a': 0.01, 'e': 0.7179106696109434}",25,0,-13.691682402376996,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
155,False,"{'a': 0.01, 'e': 0.7144210340559313}",20,2,-61.7747230368349,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
156,False,"{'a': 0.01, 'e': 0.7109135380122773}",25,0,-68.46620849703186,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
157,False,"{'a': 0.01, 'e': 0.7073882691671998}",30,2,-68.9075177570011,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 0}",1
158,False,"{'a': 0.01, 'e': 0.7038453156522361}",25,11,-108.29489268108398,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 3}",1
159,False,"{'a': 0.01, 'e': 0.7002847660410396}",30,0,-46.104532030270505,"{0: 23, 1: 0, 2: 6, 3: 1, 4: 0}",0
160,False,"{'a': 0.01, 'e': 0.6967067093471654}",30,1,-89.6966235355685,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 1}",1
161,False,"{'a': 0.01, 'e': 0.6931112350218442}",25,16,-9.497468703072432,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.01, 'e': 0.689498432951747}",25,0,-178.44558213606535,"{0: 13, 1: 2, 2: 5, 3: 3, 4: 2}",0
163,False,"{'a': 0.01, 'e': 0.6858683934567373}",30,12,-11.419689816811179,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
164,False,"{'a': 0.01, 'e': 0.6822212072876135}",30,0,-84.36535464344777,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
165,False,"{'a': 0.01, 'e': 0.6785569656238398}",35,0,-149.4981743178488,"{0: 21, 1: 4, 2: 8, 3: 0, 4: 2}",0
166,False,"{'a': 0.01, 'e': 0.674875760071267}",20,2,-94.83618573797972,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
167,False,"{'a': 0.01, 'e': 0.6711776826598423}",20,0,-36.300785099732764,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
168,False,"{'a': 0.01, 'e': 0.6674628258413081}",20,0,-57.937181551061464,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
169,False,"{'a': 0.01, 'e': 0.6637312824868916}",20,0,-25.349530604019247,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
170,False,"{'a': 0.01, 'e': 0.6599831458849822}",25,15,16.454032499284438,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.01, 'e': 0.6562185097387998}",25,3,-71.71476511333428,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 1}",1
172,False,"{'a': 0.01, 'e': 0.6524374681640519}",25,17,1.564178804543248,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.01, 'e': 0.648640115686581}",35,14,-60.74308657282768,"{0: 13, 1: 3, 2: 3, 3: 2, 4: 0}",1
174,False,"{'a': 0.01, 'e': 0.6448265472400012}",20,3,-42.09630631433259,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 0}",1
175,False,"{'a': 0.01, 'e': 0.6409968581633251}",25,0,-56.01416845424369,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
176,False,"{'a': 0.01, 'e': 0.6371511441985802}",25,2,-97.50208812704305,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 2}",1
177,False,"{'a': 0.01, 'e': 0.6332895014884152}",25,7,-70.04029256375871,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
178,False,"{'a': 0.01, 'e': 0.6294120265736969}",20,0,-84.00611055999649,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
179,False,"{'a': 0.01, 'e': 0.625518816391096}",20,12,12.966025001834282,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.6216099682706644}",25,4,-57.52028192629882,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 2}",1
181,False,"{'a': 0.01, 'e': 0.6176855799334016}",20,8,-5.104294469686943,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
182,False,"{'a': 0.01, 'e': 0.6137457494888116}",25,0,-37.25662546881658,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
183,False,"{'a': 0.01, 'e': 0.6097905754324501}",30,2,-97.92732297270388,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 1}",1
184,False,"{'a': 0.01, 'e': 0.6058201566434628}",20,0,-152.55713444888391,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 3}",0
185,False,"{'a': 0.01, 'e': 0.6018345923821126}",35,0,-188.4058766802755,"{0: 22, 1: 3, 2: 6, 3: 1, 4: 3}",0
186,False,"{'a': 0.01, 'e': 0.5978339822872982}",20,0,-47.69237435915198,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
187,False,"{'a': 0.01, 'e': 0.5938184263740639}",30,10,8.150204048317686,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.5897880250310982}",30,0,-150.37231174080287,"{0: 20, 1: 2, 2: 3, 3: 3, 4: 2}",0
189,False,"{'a': 0.01, 'e': 0.5857428790182249}",25,6,14.620854564949422,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.5816830894638835}",20,16,6.837647641373986,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.5776087578626015}",25,3,-52.88934242730002,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.5735199860724567}",20,12,-20.79509921499796,"{0: 4, 1: 2, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.5694168763125309}",25,3,-53.89835565504308,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 0}",1
